CHEMBL2418953,CC(=O)Nc1cn2nc(ccc2n1)c3cnc(N)c(c3)C(F)(F)F,2
CHEMBL1672327,CN1CCC(CC1)Oc2ccc(Nc3cc(nc(n3)N4CCOCC4)c5cnc(N)nc5)cn2,2
CHEMBL1672326,Nc1ncc(cn1)c2cc(Nc3ccc(Oc4ccccc4)nc3)nc(n2)N5CCOCC5,2
CHEMBL1672323,Nc1ncc(cn1)c2cc(Nc3cnc4ccccc4c3)nc(n2)N5CCOCC5,2
CHEMBL1672328,COc1ccc(Nc2cc(nc(n2)N3CCOCC3)c4cnc(N)nc4)cn1,2
CHEMBL1765461,CC(=O)c1cnc2ccc(cn12)c3cncc(NS(=O)(=O)c4ccccc4)c3,2
CHEMBL1765626,Cc1onc(n1)c2cnc3ccc(cn23)c4cncc(NS(=O)(=O)c5ccc(F)cc5F)c4,2
CHEMBL1765464,Cc1onc(n1)c2cnc3ccc(cn23)c4cncc(NS(=O)(=O)c5ccccc5)c4,2
CHEMBL1093267,CN1CCN(CC1)C(=O)c2cccc(c2)c3sc4c(nc(nc4c3C)c5cnc(N)nc5)N6CCOCC6,2
CHEMBL1083192,CS(=O)(=O)N1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)c5cnc(N)nc5)CC1,2
CHEMBL1672323,Nc1ncc(cn1)c2cc(Nc3cnc4ccccc4c3)nc(n2)N5CCOCC5,2
CHEMBL1796761,CNC(=O)c1ccc2c(OCCc3cc(sc23)C(=O)N(C)c4ccc(cc4Cl)C(=O)N(C)C)c1,2
CHEMBL1083192,CS(=O)(=O)N1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)c5cnc(N)nc5)CC1,2
CHEMBL3577921,COc1ncc(cc1NS(=O)(=O)c2ccc(F)cc2F)c3cc4c(ncnc4s3)c5ccncc5,2.07
CHEMBL1922091,C[C@H](N)C(=O)N1CCN(Cc2sc3c(nc(nc3c2C)c4cnc(N)nc4)N5CCOCC5)CC1,2.1
CHEMBL3764625,COc1ncc(cc1NS(=O)(=O)c2ccc(F)cc2F)c3ccc4nccc(C#CCN5CCOCC5)c4c3,2.1
CHEMBL3652273,COc1ncc(cc1F)C2=Cc3c(C)nc(N)nc3N([C@@H]4C[C@H](C4)OCC(=O)N)C2=O,2.14
CHEMBL3649019,COc1ncc(cn1)C2=Cc3c(C)nc(N)nc3N(C(C)C)C2=O,2.2
CHEMBL3652256,COc1ncc(cn1)C2=Cc3c(C)nc(N)nc3N([C@@H]4CC[C@H](CC4)OCCO)C2=O,2.2
CHEMBL3775393,O=C1NC(=S)S/C/1=C\c2ccc3ncsc3c2,2.2
CHEMBL2017970,Nc1ncc(c2cc(Nc3cnc4ccccc4c3)nc(n2)N5CCOCC5)c(n1)C(F)(F)F,2.2
CHEMBL1928727,CN(C)c1ccc(cc1S(=O)(=O)N(C)\N=C\c2cnn3ccc(cc23)C#N)[N+](=O)[O-],2.2
CHEMBL3652246,COc1ncc(cn1)C2=Cc3c(C)nc(N)nc3N([C@@H]4CC[C@@H](O)CC4)C2=O,2.3
CHEMBL3648975,CC(C)N1C(=O)C(=Cc2c(C)nc(N)nc12)c3cnc4[nH]ccc4c3,2.3
CHEMBL3648955,COc1ncc(cc1F)C2=Cc3c(C)nc(N)nc3N([C@@H]4CC[C@H](O)CC4)C2=O,2.4
CHEMBL590594,CCn1nnc2c(nc(nc12)c3ccc(NC(=O)Nc4ccc(cc4)C(=O)NCCCN(C)C)cc3)N5CCOCC5,2.4
CHEMBL1092074,CN1CCN(CC1)C(=O)c2ccc(NC(=O)Nc3ccc(cc3)c4nc(N5CCOCC5)c6ccn(CC(F)(F)F)c6n4)cc2,2.4
CHEMBL591759,CCn1nnc2c(nc(nc12)c3ccc(NC(=O)Nc4ccc(cc4)C(=O)N)cc3)N5CCOCC5,2.4
CHEMBL2017965,Nc1cc(Cl)c(cn1)c2cc(Nc3cnc4ccccc4c3)nc(n2)N5CCOCC5,2.4
CHEMBL1928536,CN(\N=C\c1cnn2ccc(cc12)C#C)S(=O)(=O)c3cc(ccc3C)[N+](=O)[O-],2.4
CHEMBL1928571,CN(\N=C\c1cnn2ccc(cc12)C#N)S(=O)(=O)c3cc(ccc3C)C#N,2.4
CHEMBL3112730,COc1ncc(cc1NS(=O)(=O)c2ccc(F)cc2F)C3=Cc4c(C)nc(N)cc4N([C@@H]5CC[C@H](CC5)OCCO)C3=O,2.42
CHEMBL3112725,Cc1nc(N)cc2N(C3CCCC3)C(=O)C(=Cc12)c4cnc5[nH]ccc5c4,2.45
CHEMBL2381261,CC(C)n1ncnc1c2nc3c(CCOc4cc(CO)ccc34)s2,2.5
CHEMBL590084,CCn1nnc2c(nc(nc12)c3ccc(NC(=O)Nc4cccs4)cc3)N5CCOCC5,2.5
CHEMBL541643,Cl.Oc1cccc(c1)c2nc(N3CCOCC3)c4sccc4n2,2.5
CHEMBL3652263,COc1ncc(cc1F)C2=Cc3c(C)nc(N)nc3N([C@@H]4CC[C@@H](CC4)OCCO)C2=O,2.6
CHEMBL3774448,O=C1NC(=S)S/C/1=C\c2ccc3ncccc3c2,2.6
CHEMBL2017968,Nc1ncc(c(N)n1)c2cc(Nc3cnc4ccccc4c3)nc(n2)N5CCOCC5,2.6
CHEMBL3648964,CCOc1ccc(cn1)C2=Cc3c(C)nc(N)nc3N([C@@H]4CC[C@@H](O)CC4)C2=O,2.7
CHEMBL1092403,CCn1ccc2c(nc(nc12)c3ccc(NC(=O)Nc4ccc(cc4)C(=O)N5CCN(C)CC5)cc3)N6CCOCC6,2.7
CHEMBL273832,COC[C@H]1OC(=O)c2coc3C(=O)C4=C([C@@H](C[C@]5(C)[C@@H](O)CC[C@@H]45)OC(=O)C)[C@]1(C)c23,2.7
CHEMBL2058166,COCCNC(=O)c1cn2cc(nc(N3CCOCC3)c2n1)c4cnc(N)nc4,2.7
CHEMBL3648984,Cc1nc(N)nc2N(CC3CCOC3)C(=O)C(=Cc12)c4cnc5[nH]ccc5c4,2.8
CHEMBL2057725,COc1ccc(cn1)C2=Cc3c(C)nc(N)nc3N(C4CCCC4)C2=O,2.8
CHEMBL3327006,COc1ncc(cc1NS(=O)(=O)c2ccc(cc2)C#N)c3cnc4nc(N)nc(C)c4c3,2.82
CHEMBL3652251,CC(C)N1C(=O)C(=Cc2c(C)nc(N)nc12)C(=O)Nc3ccn[nH]3,2.9
CHEMBL3112727,Cc1nc(N)cc2N(C3CCCC3)C(=O)C(=Cc12)c4cnc5[nH]cnc5c4,2.9
CHEMBL2387087,OCCn1cc(cn1)c2ccc3c(OCCn4cc(nc34)c5ncnn5CC(F)(F)F)c2,2.9
CHEMBL1910998,Oc1cccc2c1nc(C(F)F)n2c3nc(nc(n3)N4CCOCC4)N5CCOCC5,2.9
CHEMBL1928533,CN(\N=C\c1cnn2ccc(Cl)cc12)S(=O)(=O)c3cc(ccc3C)[N+](=O)[O-],2.9
CHEMBL2057725,COc1ccc(cn1)C2=Cc3c(C)nc(N)nc3N(C4CCCC4)C2=O,2.96
CHEMBL3660107,Cc1ncc(cc1NS(=O)(=O)c2ccccc2)C#Cc3c(C)ncnc3N4CCCCC4,3
CHEMBL3655897,CCc1nc(N)nc(N2CCC(C)(O)CC2)c1C#Cc3cnc(C)c(NS(=O)(=O)C)c3,3
